instance_count	machine_type	slots	memory	data_size_MB	num_of_clusters	dimensions	num_of_samples	samples_per_inputfile	max_iteration	k	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
6	r4.2xlarge	48	366000	bigdata	5	20	1200000000	40000000	10	10	1662	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	bigdata	5	20	1200000000	40000000	10	10	1712	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	bigdata	5	20	1200000000	40000000	10	10	1701	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	huge	5	20	100000000	20000000	5	10	252	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	huge	5	20	100000000	20000000	5	10	241	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	huge	5	20	100000000	20000000	5	10	242	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	huge	5	20	100000000	20000000	5	10	218	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	huge	5	20	100000000	20000000	5	10	253	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.large	12	90000	bigdata	5	20	1200000000	40000000	10	10	6686	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	bigdata	5	20	1200000000	40000000	10	10	6592	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	bigdata	5	20	1200000000	40000000	10	10	7686	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	bigdata	5	20	1200000000	40000000	10	10	7137	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	bigdata	5	20	1200000000	40000000	10	10	6812	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	huge	5	20	100000000	20000000	5	10	5452	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	huge	5	20	100000000	20000000	5	10	4516	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	huge	5	20	100000000	20000000	5	10	4653	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	huge	5	20	100000000	20000000	5	10	4640	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	huge	5	20	100000000	20000000	5	10	4217	0.626835516578723	1.0	0.670704216951795
